target,fold,validation_period,model,validation_rows,fit_seconds,mae,median_absolute_error,rmse,mean_error,pinball_p10,pinball_p50,pinball_p90,attainment_p10,attainment_p50,attainment_p90,coverage_p10_p90,mean_interval_width,interval_score_80,spearman,direction_accuracy,crossing_ratio_raw,crossing_ratio_corrected
target_b_next_two_quarters_yoy,1,20241,seasonal_naive,20152,0.028158399974927306,0.7574206811073858,0.157038583012388,13.358356585354052,0.05924659471214069,0.3406948631663043,0.3787103405536929,0.3012073714649207,0.08554982135768162,0.5058058753473601,0.9180230250099246,0.832473203652243,1.091845600278912,6.419022346312249,0.37441911094273567,0.6478265184597062,0.0,0.0
target_b_next_two_quarters_yoy,1,20241,xgboost,20152,360.71866170002613,0.42228225308610934,0.11151818402932867,11.222162428091565,-0.23647139586598862,0.06472326419570154,0.21114112654305467,0.2202972568177797,0.13542080190551806,0.5447598253275109,0.9010520047637952,0.7656312028582771,0.9044329524040222,2.850205210218349,0.5868856129100369,0.722111949186185,0.005706629614926558,0.0
target_b_next_two_quarters_yoy,2,20242,catboost,20055,174.23808169999393,0.2844222014011075,0.10628001436145869,1.732911884673573,-0.089986103174044,0.049273306886390755,0.14221110070055376,0.109623519615285,0.12236350037397158,0.5352281226626776,0.9088007978060334,0.7864372974320618,0.7650691935848835,1.5889682650167576,0.5765141550389606,0.7251558214909001,0.0009473946646721516,0.0
target_b_next_two_quarters_yoy,2,20242,industry_median,20055,0.12380460003623739,0.36344438075606744,0.16566021120167773,1.8215966693076562,-0.07660518062641979,0.06396412592948358,0.18172219037803372,0.17753876766645027,0.12480678135128397,0.6349538768386936,0.9302916978309649,0.8054849164796809,0.9733583590084048,2.415028935959339,0.07878027882685841,0.5044128646222887,0.0,0.0
target_b_next_two_quarters_yoy,2,20242,lightgbm,20055,42.19137280003633,0.2783256797569122,0.1047476171487597,1.715492079322904,-0.0835991363653252,0.049143810425899874,0.1391628398784561,0.10654037653831004,0.13103964098728496,0.543455497382199,0.9103964098728496,0.7793567688855647,0.7687511819672497,1.5568418696420994,0.5854663612184585,0.7263525305410122,0.002443280977312391,0.0
target_b_next_two_quarters_yoy,2,20242,regularized_linear,20055,18.78689700004179,6.4362021173717645,6.288991395233077,6.687921574065214,-6.4362021173717645,10.930095278740607,3.2181010586858823,11.121769040281146,0.0,0.0,0.999950137122912,0.999950137122912,220.5011968611596,220.51864319021755,0.07828614394229433,0.5765145848915483,1.0,0.0
target_b_next_two_quarters_yoy,2,20242,seasonal_naive,20055,0.03567589999875054,1.1891321425167194,0.14670590230976643,52.94824536112794,0.8032223335612441,0.8541317195813466,0.5945660712583597,0.22773751788315488,0.08885564697083022,0.5007230117177761,0.9297432061829968,0.8408875592121665,1.0774002978520123,10.818692374645014,0.4213086970222759,0.6699077536773872,0.0,0.0
target_b_next_two_quarters_yoy,2,20242,xgboost,20055,369.5767788999947,0.2768609772070203,0.10570850930119313,1.69399936256859,-0.07978023693850461,0.04954352111263198,0.13843048860351015,0.1154620330939929,0.14121166791323858,0.5431563201196709,0.9046123161306407,0.7634006482174022,0.8702155947685242,1.6500555418706875,0.5899004497862459,0.7287958115183246,0.004886561954624782,0.0
target_b_next_two_quarters_yoy,3,20243,catboost,19952,177.65081590000773,0.3221888438701282,0.10902758054854664,5.403462904780274,-0.13404405855590282,0.053438587084288384,0.1610944219350641,0.14866095625094955,0.12384723336006416,0.5329791499599038,0.9076283079390537,0.7837810745789896,0.7742243449586013,2.020995433352379,0.5508695477259483,0.7143143544506816,0.0013031275060144346,0.0
target_b_next_two_quarters_yoy,3,20243,industry_median,19952,0.126608100021258,0.3954681237177191,0.1635583050542609,5.470818725702192,-0.109695507978008,0.06728867618657831,0.19773406185885956,0.21026192441253067,0.12820769847634322,0.6396351242983159,0.9340918203688853,0.8058841218925421,0.9620456301323557,2.7755060059910908,0.06364319659704396,0.4792000801924619,0.0,0.0
target_b_next_two_quarters_yoy,3,20243,lightgbm,19952,46.666460199980065,0.3174060035543076,0.10826610460698506,5.394441918967499,-0.12413244030436883,0.052965610274742614,0.1587030017771538,0.14038964742609295,0.12976142742582197,0.5411487570168404,0.905723736968725,0.775962309542903,0.747987441223841,1.933552577008356,0.562897779244796,0.7178728949478749,0.0029069767441860465,0.0
target_b_next_two_quarters_yoy,3,20243,regularized_linear,19952,20.089854099962395,4.655053446074189,4.632800070114791,7.0550666543916245,4.458208489042066,21.45400554701795,2.3275267230370944,9.244447400597073,0.0,0.9939354450681636,0.9997995188452286,0.9997995188452286,306.56475067971814,306.9845294761502,-0.01938192512918375,0.38843223736968724,1.0,0.0
target_b_next_two_quarters_yoy,3,20243,seasonal_naive,19952,0.0328950000111945,0.7834329438134685,0.14866166292946945,15.493655676196116,0.30311874168070985,0.45639568805823805,0.39171647190673425,0.21924166183588142,0.0866579791499599,0.483560545308741,0.9244186046511628,0.8377606255012029,1.0636318419278918,6.756373498941196,0.39249163390616326,0.6625400962309543,0.0,0.0
target_b_next_two_quarters_yoy,3,20243,xgboost,19952,345.53206869994756,0.3164113505097039,0.1066213967091808,5.397746531969947,-0.12314031597505679,0.05332490493320283,0.15820567525485196,0.14425837216452514,0.1409382518043304,0.5376904570970329,0.90021050521251,0.7592722534081796,0.7991664409637451,1.9758327711916297,0.5669561194689939,0.7204290296712109,0.005864073777064956,0.0
target_b_next_two_quarters_yoy,4,20244,catboost,19944,182.09119140001712,0.3658050949430349,0.10463176729468669,6.828811805947431,-0.1775825483349949,0.05635946245318594,0.18290254747151746,0.17710774188753414,0.12454873646209386,0.5649819494584838,0.9253409546730846,0.8007922182109908,0.7815132228694865,2.334672043407201,0.5800417225136771,0.729041315683915,0.001153229041315684,0.0
target_b_next_two_quarters_yoy,4,20244,industry_median,19944,0.1051185000105761,0.44484302954677607,0.15902825754398514,6.955753460446269,-0.1595738834925373,0.07214261264446302,0.22242151477338803,0.25826748424278206,0.1330224628961091,0.6516746891295627,0.9395808263136783,0.8065583634175691,0.9530595108151441,3.304100968872451,0.06272378516131029,0.4970417168070598,0.0,0.0
target_b_next_two_quarters_yoy,4,20244,lightgbm,19944,43.41348960000323,0.35904125175948737,0.10185105483014571,6.859524764876621,-0.17364502644146296,0.0562459867517621,0.17952062587974368,0.17467631092311534,0.13773565984757322,0.5704973926995588,0.9197753710389089,0.7820397111913358,0.7479988067156685,2.309222976748774,0.5955797420988032,0.7338547934215804,0.002707581227436823,0.0
target_b_next_two_quarters_yoy,4,20244,regularized_linear,19944,18.00291790004121,197.192205165295,196.95934584877585,197.31476112094225,-197.192205165295,19.897400615357522,98.5961025826475,19.771695199654925,0.0,0.0,0.9997994384275972,0.9997994384275972,396.24046041406797,396.6909581501246,0.08299979004730053,0.6231448054552747,1.0,0.0
target_b_next_two_quarters_yoy,4,20244,seasonal_naive,19944,0.02734430000418797,0.6243309413557258,0.14424606544759844,9.58931639352061,0.13914680072629726,0.30485847609344946,0.3121654706778629,0.2158843428422559,0.08303249097472924,0.5355495387083835,0.9296028880866426,0.8465703971119134,1.0491589521787388,5.2074281893570555,0.41212367716108983,0.6632571199358203,0.0,0.0
target_b_next_two_quarters_yoy,4,20244,xgboost,19944,358.8242645999999,0.3582381310779243,0.10123232049154507,6.8504355908005605,-0.17318776735551553,0.05647116663497818,0.17911906553896215,0.17941790443388067,0.14671079021259525,0.5682410750100281,0.9190232651423987,0.7723124749298035,0.8195242285728455,2.358890710897746,0.5955327372644482,0.7337043722422784,0.004261933413557962,0.0
