study_name,model,feature_set,trial_number,state,mean_average_precision,mean_roc_auc,std_average_precision,worst_fold_average_precision,std_roc_auc,worst_fold_roc_auc,mean_brier_score,mean_log_loss,total_fit_seconds,params_json,fold_metrics_json,param_colsample_bytree,param_learning_rate,param_max_bin,param_max_depth,param_min_child_samples,param_n_estimators,param_num_leaves,param_reg_alpha,param_reg_lambda,param_subsample,param_gamma,param_min_child_weight,param_bagging_temperature,param_border_count,param_depth,param_iterations,param_l2_leaf_reg,param_leaf_estimation_iterations,param_random_strength,is_pareto
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,0,COMPLETE,0.5936674533605708,0.7829049605705503,0.02139019677598757,0.5635220274534395,0.008916201917902936,0.7704104300356357,0.1669599355878092,0.5028860262169907,526.2238258000289,"{""bagging_temperature"": 3.7945242258772027, ""border_count"": 254, ""depth"": 9, ""iterations"": 350, ""l2_leaf_reg"": 2.5099902180611435, ""leaf_estimation_iterations"": 5, ""learning_rate"": 0.02007900562342591, ""random_strength"": 0.11130110036874542}","[{""average_precision"": 0.5635220274534395, ""roc_auc"": 0.7786530020126, ""brier_score"": 0.16335328091837578, ""log_loss"": 0.4953087795805428, ""fold"": 1, ""fit_seconds"": 118.97967980001704}, {""average_precision"": 0.5890965689644222, ""roc_auc"": 0.7899403461505543, ""brier_score"": 0.1613384833599441, ""log_loss"": 0.4887462516296895, ""fold"": 2, ""fit_seconds"": 128.24628200000734}, {""average_precision"": 0.598820869993099, ""roc_auc"": 0.7704104300356357, ""brier_score"": 0.1763793730423737, ""log_loss"": 0.525992837501502, ""fold"": 3, ""fit_seconds"": 135.03154100000393}, {""average_precision"": 0.6232303470313223, ""roc_auc"": 0.792616064083411, ""brier_score"": 0.16676860503054314, ""log_loss"": 0.5014962361562286, ""fold"": 4, ""fit_seconds"": 143.96632300000056}]",,0.02007900562342591,,,,,,,,,,,3.7945242258772027,254.0,9.0,350.0,2.5099902180611435,5.0,0.11130110036874542,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,1,COMPLETE,0.5912342127404768,0.7822034776707752,0.023884672001727385,0.5588136260141605,0.006739532912582302,0.7756438054393976,0.16694772910174044,0.5032462363820771,312.57112870001583,"{""bagging_temperature"": 0.5124019005666552, ""border_count"": 128, ""depth"": 8, ""iterations"": 300, ""l2_leaf_reg"": 5.293235674355306, ""leaf_estimation_iterations"": 4, ""learning_rate"": 0.01964213581198475, ""random_strength"": 0.45974427740450247}","[{""average_precision"": 0.5588136260141605, ""roc_auc"": 0.7756438054393976, ""brier_score"": 0.1636108920702755, ""log_loss"": 0.495935007256211, ""fold"": 1, ""fit_seconds"": 68.06564680000884}, {""average_precision"": 0.579607393498971, ""roc_auc"": 0.784170310663089, ""brier_score"": 0.16360758974941178, ""log_loss"": 0.49546708116985083, ""fold"": 2, ""fit_seconds"": 73.38168300001416}, {""average_precision"": 0.605334978424369, ""roc_auc"": 0.7766182604812929, ""brier_score"": 0.1739020155394417, ""log_loss"": 0.5196373256709925, ""fold"": 3, ""fit_seconds"": 83.25494959999924}, {""average_precision"": 0.6211808530244072, ""roc_auc"": 0.7923815340993214, ""brier_score"": 0.1666704190478327, ""log_loss"": 0.5019455314312541, ""fold"": 4, ""fit_seconds"": 87.8688492999936}]",,0.01964213581198475,,,,,,,,,,,0.5124019005666552,128.0,8.0,300.0,5.293235674355306,4.0,0.45974427740450247,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,2,COMPLETE,0.5838119655309922,0.7798777272544317,0.023335417474610896,0.5486627114828018,0.005899111059511677,0.7718502169959603,0.1685476225147228,0.5066927428269684,132.1383257000125,"{""bagging_temperature"": 2.11311605331652, ""border_count"": 128, ""depth"": 5, ""iterations"": 200, ""l2_leaf_reg"": 1.939921303358823, ""leaf_estimation_iterations"": 9, ""learning_rate"": 0.08387700413751453, ""random_strength"": 0.13576448719096135}","[{""average_precision"": 0.5486627114828018, ""roc_auc"": 0.7765944704553819, ""brier_score"": 0.16449322930868115, ""log_loss"": 0.4967277052010628, ""fold"": 1, ""fit_seconds"": 28.868445500003872}, {""average_precision"": 0.578570756388908, ""roc_auc"": 0.7856059918393414, ""brier_score"": 0.16276109116680468, ""log_loss"": 0.49230267476418704, ""fold"": 2, ""fit_seconds"": 31.705725300009362}, {""average_precision"": 0.5969527041223861, ""roc_auc"": 0.7718502169959603, ""brier_score"": 0.17659824028687615, ""log_loss"": 0.5268645524624211, ""fold"": 3, ""fit_seconds"": 34.10090449999552}, {""average_precision"": 0.6110616901298731, ""roc_auc"": 0.785460229727043, ""brier_score"": 0.17033792929652913, ""log_loss"": 0.5108760388802026, ""fold"": 4, ""fit_seconds"": 37.463250400003744}]",,0.08387700413751453,,,,,,,,,,,2.11311605331652,128.0,5.0,200.0,1.939921303358823,9.0,0.13576448719096135,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,3,COMPLETE,0.5977279531134072,0.7863671806721654,0.016137285274067333,0.5757421011285142,0.004844396319399851,0.778205647128822,0.16558623889672128,0.4988753637570601,252.41614349998417,"{""bagging_temperature"": 2.60541634393362, ""border_count"": 64, ""depth"": 6, ""iterations"": 350, ""l2_leaf_reg"": 4.557969986884924, ""leaf_estimation_iterations"": 7, ""learning_rate"": 0.03862133561593854, ""random_strength"": 0.08139704525522765}","[{""average_precision"": 0.5757421011285142, ""roc_auc"": 0.7874736884717471, ""brier_score"": 0.15986859876564086, ""log_loss"": 0.4851424862406729, ""fold"": 1, ""fit_seconds"": 55.656849299994064}, {""average_precision"": 0.5890550629184641, ""roc_auc"": 0.790653317095432, ""brier_score"": 0.160897580821863, ""log_loss"": 0.48686209052860374, ""fold"": 2, ""fit_seconds"": 60.92973929998698}, {""average_precision"": 0.6105007682967862, ""roc_auc"": 0.778205647128822, ""brier_score"": 0.17331951612987176, ""log_loss"": 0.5181919364001669, ""fold"": 3, ""fit_seconds"": 65.88500350000686}, {""average_precision"": 0.6156138801098645, ""roc_auc"": 0.7891360699926606, ""brier_score"": 0.16825925986950951, ""log_loss"": 0.505304941858797, ""fold"": 4, ""fit_seconds"": 69.94455139999627}]",,0.03862133561593854,,,,,,,,,,,2.60541634393362,64.0,6.0,350.0,4.557969986884924,7.0,0.08139704525522765,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,4,COMPLETE,0.5764136296409172,0.7766224765268366,0.018865834563071452,0.5491790046936073,0.006661120901657871,0.7663815548799603,0.1688923085157309,0.5084033350366924,165.3292470999877,"{""bagging_temperature"": 2.5841582830073873, ""border_count"": 64, ""depth"": 4, ""iterations"": 350, ""l2_leaf_reg"": 3.58183425335691, ""leaf_estimation_iterations"": 5, ""learning_rate"": 0.01932863297170604, ""random_strength"": 0.2596761824408376}","[{""average_precision"": 0.5491790046936073, ""roc_auc"": 0.7750576802352525, ""brier_score"": 0.1640648688999305, ""log_loss"": 0.4969124091800782, ""fold"": 1, ""fit_seconds"": 36.67056020000018}, {""average_precision"": 0.5706772271890755, ""roc_auc"": 0.7830098842723284, ""brier_score"": 0.16345253911221977, ""log_loss"": 0.49508363488929935, ""fold"": 2, ""fit_seconds"": 39.660595399996964}, {""average_precision"": 0.5856361060262288, ""roc_auc"": 0.7663815548799603, ""brier_score"": 0.17782439460762425, ""log_loss"": 0.5299680247744671, ""fold"": 3, ""fit_seconds"": 42.935158999986015}, {""average_precision"": 0.6001621806547572, ""roc_auc"": 0.7820407867198054, ""brier_score"": 0.17022743144314909, ""log_loss"": 0.5116492713029251, ""fold"": 4, ""fit_seconds"": 46.062932500004536}]",,0.01932863297170604,,,,,,,,,,,2.5841582830073873,64.0,4.0,350.0,3.58183425335691,5.0,0.2596761824408376,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,5,COMPLETE,0.5853395284644194,0.7794039006451552,0.012628036323837901,0.5688643605545656,0.006604779854144081,0.7681319883539475,0.16861098439190056,0.5071096081960406,367.59020510001574,"{""bagging_temperature"": 2.7051237060804825, ""border_count"": 128, ""depth"": 7, ""iterations"": 400, ""l2_leaf_reg"": 22.409002059861486, ""leaf_estimation_iterations"": 10, ""learning_rate"": 0.024649967769557874, ""random_strength"": 1.237830923662569}","[{""average_precision"": 0.5688643605545656, ""roc_auc"": 0.7829639780239301, ""brier_score"": 0.16089565637823128, ""log_loss"": 0.48833338251470626, ""fold"": 1, ""fit_seconds"": 79.9626508000074}, {""average_precision"": 0.5789737486604274, ""roc_auc"": 0.7848450800962758, ""brier_score"": 0.1633709598727992, ""log_loss"": 0.4944920485032742, ""fold"": 2, ""fit_seconds"": 88.78098010001122}, {""average_precision"": 0.5910564749399503, ""roc_auc"": 0.7681319883539475, ""brier_score"": 0.17850984620555074, ""log_loss"": 0.5310491120436879, ""fold"": 3, ""fit_seconds"": 97.02587059998768}, {""average_precision"": 0.6024635297027341, ""roc_auc"": 0.7816745561064675, ""brier_score"": 0.17166747511102098, ""log_loss"": 0.5145638897224939, ""fold"": 4, ""fit_seconds"": 101.82070360000944}]",,0.024649967769557874,,,,,,,,,,,2.7051237060804825,128.0,7.0,400.0,22.409002059861486,10.0,1.237830923662569,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,6,COMPLETE,0.6160839914590972,0.7925535904502944,0.025432715145069198,0.5808649163480013,0.0054105651112159436,0.7850154524906152,0.16244921814034197,0.4931141659185876,59.15264600003138,"{""bagging_temperature"": 3.4368176424508863, ""border_count"": 254, ""depth"": 4, ""iterations"": 150, ""l2_leaf_reg"": 19.65413780006052, ""leaf_estimation_iterations"": 7, ""learning_rate"": 0.04853702664429418, ""random_strength"": 0.003274256453141557}","[{""average_precision"": 0.5808649163480013, ""roc_auc"": 0.7850154524906152, ""brier_score"": 0.15953815679200248, ""log_loss"": 0.48651989296492365, ""fold"": 1, ""fit_seconds"": 13.250727500009816}, {""average_precision"": 0.6036474390343834, ""roc_auc"": 0.7962536707034971, ""brier_score"": 0.15834560564771707, ""log_loss"": 0.48227139828815085, ""fold"": 2, ""fit_seconds"": 14.364829700003611}, {""average_precision"": 0.6345867938283596, ""roc_auc"": 0.7900444482345466, ""brier_score"": 0.16819485433359366, ""log_loss"": 0.5071017696188581, ""fold"": 3, ""fit_seconds"": 15.557031400006963}, {""average_precision"": 0.6452368166256446, ""roc_auc"": 0.7989007903725187, ""brier_score"": 0.1637182557880546, ""log_loss"": 0.49656360280241796, ""fold"": 4, ""fit_seconds"": 15.980057400010992}]",,0.04853702664429418,,,,,,,,,,,3.4368176424508863,254.0,4.0,150.0,19.65413780006052,7.0,0.003274256453141557,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,7,COMPLETE,0.5923651193616424,0.7828211859798206,0.022623237892183092,0.5627769617704098,0.009511648408180456,0.7683051439700639,0.16691447684092736,0.5024804310903228,196.99479369999608,"{""bagging_temperature"": 4.680711872348345, ""border_count"": 128, ""depth"": 6, ""iterations"": 300, ""l2_leaf_reg"": 22.28348761528134, ""leaf_estimation_iterations"": 2, ""learning_rate"": 0.05180255930277638, ""random_strength"": 0.16890484592409377}","[{""average_precision"": 0.5627769617704098, ""roc_auc"": 0.7810266495798069, ""brier_score"": 0.16248339212770174, ""log_loss"": 0.49177484179355935, ""fold"": 1, ""fit_seconds"": 42.69416739998269}, {""average_precision"": 0.5862174077839859, ""roc_auc"": 0.7882440311127505, ""brier_score"": 0.1617073879879995, ""log_loss"": 0.48911480256070816, ""fold"": 2, ""fit_seconds"": 47.901773399993544}, {""average_precision"": 0.5944935499673782, ""roc_auc"": 0.7683051439700639, ""brier_score"": 0.17755672884662413, ""log_loss"": 0.5294900708433041, ""fold"": 3, ""fit_seconds"": 51.125606799992966}, {""average_precision"": 0.6259725579247959, ""roc_auc"": 0.7937089192566615, ""brier_score"": 0.16591039840138416, ""log_loss"": 0.49954200916371944, ""fold"": 4, ""fit_seconds"": 55.27324610002688}]",,0.05180255930277638,,,,,,,,,,,4.680711872348345,128.0,6.0,300.0,22.28348761528134,2.0,0.16890484592409377,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,8,COMPLETE,0.5813312045123933,0.7776709049940913,0.014966185661912433,0.5600569300309199,0.006902660964048062,0.7661443958596578,0.16913985269077433,0.5087834958611588,278.32119199997396,"{""bagging_temperature"": 1.0655389982743901, ""border_count"": 128, ""depth"": 5, ""iterations"": 450, ""l2_leaf_reg"": 1.7279898524347306, ""leaf_estimation_iterations"": 8, ""learning_rate"": 0.027438326820492725, ""random_strength"": 1.6482729314709303}","[{""average_precision"": 0.5600569300309199, ""roc_auc"": 0.7800082896645647, ""brier_score"": 0.16227789663206596, ""log_loss"": 0.4921244264454671, ""fold"": 1, ""fit_seconds"": 60.93196089999401}, {""average_precision"": 0.5763185157026679, ""roc_auc"": 0.7845063520298209, ""brier_score"": 0.16295804043737255, ""log_loss"": 0.4931248823956663, ""fold"": 2, ""fit_seconds"": 67.51082349999342}, {""average_precision"": 0.5884446434668207, ""roc_auc"": 0.7661443958596578, ""brier_score"": 0.17948910822782854, ""log_loss"": 0.5343530883474412, ""fold"": 3, ""fit_seconds"": 73.55385239998577}, {""average_precision"": 0.6005047288491644, ""roc_auc"": 0.7800245824223222, ""brier_score"": 0.17183436546583022, ""log_loss"": 0.5155315862560604, ""fold"": 4, ""fit_seconds"": 76.32455520000076}]",,0.027438326820492725,,,,,,,,,,,1.0655389982743901,128.0,5.0,450.0,1.7279898524347306,8.0,1.6482729314709303,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,9,COMPLETE,0.5796203376163089,0.777780021683915,0.026039141341858175,0.5396615333365729,0.005093182495348716,0.7723164114211276,0.16807589671329823,0.506680529796663,227.6523171000008,"{""bagging_temperature"": 4.924102248261092, ""border_count"": 64, ""depth"": 8, ""iterations"": 250, ""l2_leaf_reg"": 14.70809716374801, ""leaf_estimation_iterations"": 5, ""learning_rate"": 0.04115997207622577, ""random_strength"": 5.598920738533552}","[{""average_precision"": 0.5396615333365729, ""roc_auc"": 0.7723164114211276, ""brier_score"": 0.16434259071005458, ""log_loss"": 0.49743988048227, ""fold"": 1, ""fit_seconds"": 50.38415460000397}, {""average_precision"": 0.5744579810398334, ""roc_auc"": 0.7829036037087204, ""brier_score"": 0.16346306314297354, ""log_loss"": 0.4952137215739691, ""fold"": 2, ""fit_seconds"": 56.33498390001478}, {""average_precision"": 0.5962297843755209, ""roc_auc"": 0.7730714042194677, ""brier_score"": 0.17457333421560986, ""log_loss"": 0.5223816745745006, ""fold"": 3, ""fit_seconds"": 59.63860159998876}, {""average_precision"": 0.6081320517133084, ""roc_auc"": 0.7828286673863449, ""brier_score"": 0.16992459878455488, ""log_loss"": 0.5116868425559125, ""fold"": 4, ""fit_seconds"": 61.294576999993296}]",,0.04115997207622577,,,,,,,,,,,4.924102248261092,64.0,8.0,250.0,14.70809716374801,5.0,5.598920738533552,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,10,COMPLETE,0.575516096846501,0.7761099199809511,0.017289464258117605,0.5537322238250865,0.008143575192299721,0.7625779807935722,0.16936519093641847,0.509623333320833,102.4417077000544,"{""bagging_temperature"": 2.820346113260067, ""border_count"": 254, ""depth"": 4, ""iterations"": 200, ""l2_leaf_reg"": 12.28332088357939, ""leaf_estimation_iterations"": 7, ""learning_rate"": 0.03255810828661001, ""random_strength"": 0.002562159737641741}","[{""average_precision"": 0.5537322238250865, ""roc_auc"": 0.7768763553027571, ""brier_score"": 0.16325958575893926, ""log_loss"": 0.49508322034596225, ""fold"": 1, ""fit_seconds"": 22.349559000023874}, {""average_precision"": 0.5689459784299098, ""roc_auc"": 0.7827064731136202, ""brier_score"": 0.16391904154800757, ""log_loss"": 0.49613674847183387, ""fold"": 2, ""fit_seconds"": 24.75057950001792}, {""average_precision"": 0.5779452352656276, ""roc_auc"": 0.7625779807935722, ""brier_score"": 0.18018164406735074, ""log_loss"": 0.5357286697628817, ""fold"": 3, ""fit_seconds"": 27.29748410001048}, {""average_precision"": 0.6014409498653801, ""roc_auc"": 0.7822788707138553, ""brier_score"": 0.17010049237137634, ""log_loss"": 0.5115446947026544, ""fold"": 4, ""fit_seconds"": 28.04408510000212}]",,0.03255810828661001,,,,,,,,,,,2.820346113260067,254.0,4.0,200.0,12.28332088357939,7.0,0.002562159737641741,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,11,COMPLETE,0.5821950740131109,0.7780641797898512,0.022403744923706996,0.547236592308611,0.007983360562536837,0.7656647281112673,0.16894706281430544,0.5074665270498102,161.2860526999866,"{""bagging_temperature"": 4.656119549500401, ""border_count"": 254, ""depth"": 5, ""iterations"": 250, ""l2_leaf_reg"": 13.010999551334644, ""leaf_estimation_iterations"": 9, ""learning_rate"": 0.11124904818686093, ""random_strength"": 0.0023010019221597535}","[{""average_precision"": 0.547236592308611, ""roc_auc"": 0.7767906672394511, ""brier_score"": 0.1646429911855046, ""log_loss"": 0.497262167167353, ""fold"": 1, ""fit_seconds"": 35.68756170000415}, {""average_precision"": 0.5797294214960231, ""roc_auc"": 0.7866460804697272, ""brier_score"": 0.16242204223766968, ""log_loss"": 0.490554769400756, ""fold"": 2, ""fit_seconds"": 39.552092099998845}, {""average_precision"": 0.594612168928194, ""roc_auc"": 0.7656647281112673, ""brier_score"": 0.17829828167055786, ""log_loss"": 0.5319532573324691, ""fold"": 3, ""fit_seconds"": 42.330939199979184}, {""average_precision"": 0.6072021133196152, ""roc_auc"": 0.783155243338959, ""brier_score"": 0.17042493616348958, ""log_loss"": 0.5100959142986625, ""fold"": 4, ""fit_seconds"": 43.71545970000443}]",,0.11124904818686093,,,,,,,,,,,4.656119549500401,254.0,5.0,250.0,13.010999551334644,9.0,0.0023010019221597535,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,12,COMPLETE,0.5924026324565606,0.7837572253994186,0.019662209961974094,0.5679910566715638,0.003105302779508618,0.7789425551785445,0.16639495604270177,0.501086062427975,146.40884700001334,"{""bagging_temperature"": 4.406721556047234, ""border_count"": 64, ""depth"": 5, ""iterations"": 250, ""l2_leaf_reg"": 22.7324088053839, ""leaf_estimation_iterations"": 5, ""learning_rate"": 0.05902345369688926, ""random_strength"": 0.0025991785412534394}","[{""average_precision"": 0.5679910566715638, ""roc_auc"": 0.7836389814829919, ""brier_score"": 0.16123748533030519, ""log_loss"": 0.4890903842936601, ""fold"": 1, ""fit_seconds"": 31.400436299998546}, {""average_precision"": 0.5781645089294978, ""roc_auc"": 0.7849568420070876, ""brier_score"": 0.16289951868650773, ""log_loss"": 0.49218435642741953, ""fold"": 2, ""fit_seconds"": 34.812975300010294}, {""average_precision"": 0.6110712885359062, ""roc_auc"": 0.7789425551785445, ""brier_score"": 0.1726893640173381, ""log_loss"": 0.5167858643705773, ""fold"": 3, ""fit_seconds"": 38.17176140000811}, {""average_precision"": 0.6123836756892745, ""roc_auc"": 0.7874905229290506, ""brier_score"": 0.1687534561366561, ""log_loss"": 0.5062836446202433, ""fold"": 4, ""fit_seconds"": 42.02367399999639}]",,0.05902345369688926,,,,,,,,,,,4.406721556047234,64.0,5.0,250.0,22.7324088053839,5.0,0.0025991785412534394,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,13,COMPLETE,0.632934567069334,0.8015069807352055,0.022565670774547342,0.6022566697279457,0.005095831955428219,0.7957767059217327,0.15917638093950073,0.4836321834549642,68.4723744999792,"{""bagging_temperature"": 1.0882068990669054, ""border_count"": 254, ""depth"": 5, ""iterations"": 150, ""l2_leaf_reg"": 20.464077012742006, ""leaf_estimation_iterations"": 6, ""learning_rate"": 0.08603858071125163, ""random_strength"": 0.0016701637701670112}","[{""average_precision"": 0.6022566697279457, ""roc_auc"": 0.7957767059217327, ""brier_score"": 0.15625621032334744, ""log_loss"": 0.47707110481800336, ""fold"": 1, ""fit_seconds"": 16.29831290000584}, {""average_precision"": 0.6213373372653631, ""roc_auc"": 0.8059802793361702, ""brier_score"": 0.15488711985983597, ""log_loss"": 0.47195543007787755, ""fold"": 2, ""fit_seconds"": 16.984129899996333}, {""average_precision"": 0.6482576797638993, ""roc_auc"": 0.7971238040052433, ""brier_score"": 0.16538121397883532, ""log_loss"": 0.498984369852952, ""fold"": 3, ""fit_seconds"": 17.340311799984192}, {""average_precision"": 0.6598865815201282, ""roc_auc"": 0.8071471336776759, ""brier_score"": 0.16018097959598424, ""log_loss"": 0.4865178290710241, ""fold"": 4, ""fit_seconds"": 17.84961989999283}]",,0.08603858071125163,,,,,,,,,,,1.0882068990669054,254.0,5.0,150.0,20.464077012742006,6.0,0.0016701637701670112,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,14,COMPLETE,0.5909444783642784,0.783400860768191,0.021690328330116325,0.5678789504224162,0.0039323346709651714,0.7790218807818869,0.16676269070705374,0.5018360426098443,115.27979450000566,"{""bagging_temperature"": 0.5715554550958607, ""border_count"": 254, ""depth"": 5, ""iterations"": 200, ""l2_leaf_reg"": 23.32731012403811, ""leaf_estimation_iterations"": 5, ""learning_rate"": 0.10259913889815055, ""random_strength"": 0.0020904040090214855}","[{""average_precision"": 0.5678789504224162, ""roc_auc"": 0.7838595034780943, ""brier_score"": 0.16143658519770818, ""log_loss"": 0.4893518665731484, ""fold"": 1, ""fit_seconds"": 25.584280400013085}, {""average_precision"": 0.5708820730780482, ""roc_auc"": 0.7811907366815497, ""brier_score"": 0.16453980857769201, ""log_loss"": 0.49566343964957493, ""fold"": 2, ""fit_seconds"": 29.02229819999775}, {""average_precision"": 0.6095628232354835, ""roc_auc"": 0.7790218807818869, ""brier_score"": 0.17287455028889218, ""log_loss"": 0.5173951364611157, ""fold"": 3, ""fit_seconds"": 29.89922559997649}, {""average_precision"": 0.6154540667211659, ""roc_auc"": 0.7895313221312328, ""brier_score"": 0.1681998187639225, ""log_loss"": 0.504933727755538, ""fold"": 4, ""fit_seconds"": 30.77399030001834}]",,0.10259913889815055,,,,,,,,,,,0.5715554550958607,254.0,5.0,200.0,23.32731012403811,5.0,0.0020904040090214855,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,15,COMPLETE,0.6336023107508175,0.802372624358442,0.023723124423628197,0.600917940244217,0.005467323152306503,0.7954668464774666,0.15885717442505312,0.4825868273759884,75.89784729998792,"{""bagging_temperature"": 2.3270959723838436, ""border_count"": 254, ""depth"": 6, ""iterations"": 150, ""l2_leaf_reg"": 14.847782358614047, ""leaf_estimation_iterations"": 4, ""learning_rate"": 0.07556591454316423, ""random_strength"": 0.12580908077993802}","[{""average_precision"": 0.600917940244217, ""roc_auc"": 0.7954668464774666, ""brier_score"": 0.1562698423920575, ""log_loss"": 0.47703121086571115, ""fold"": 1, ""fit_seconds"": 18.153861300001154}, {""average_precision"": 0.622197441825322, ""roc_auc"": 0.8072324133433789, ""brier_score"": 0.1543855638636915, ""log_loss"": 0.47026781243647187, ""fold"": 2, ""fit_seconds"": 18.68935080000665}, {""average_precision"": 0.6492878070129235, ""roc_auc"": 0.7985911345778397, ""brier_score"": 0.16486468996644213, ""log_loss"": 0.49761437154823157, ""fold"": 3, ""fit_seconds"": 19.388964999991003}, {""average_precision"": 0.6620060539208077, ""roc_auc"": 0.8082001030350828, ""brier_score"": 0.15990860147802133, ""log_loss"": 0.4854339146535391, ""fold"": 4, ""fit_seconds"": 19.66567019998911}]",,0.07556591454316423,,,,,,,,,,,2.3270959723838436,254.0,6.0,150.0,14.847782358614047,4.0,0.12580908077993802,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,16,COMPLETE,0.6349645045589472,0.8040754620229638,0.024108315631867307,0.6025518371611871,0.005069124829795431,0.7979996652715621,0.15833186700715485,0.48076445702855913,90.79559920000611,"{""bagging_temperature"": 2.1084207755076347, ""border_count"": 254, ""depth"": 7, ""iterations"": 150, ""l2_leaf_reg"": 7.673523989938577, ""leaf_estimation_iterations"": 5, ""learning_rate"": 0.08710767710371427, ""random_strength"": 0.09402871578487315}","[{""average_precision"": 0.6025518371611871, ""roc_auc"": 0.7979996652715621, ""brier_score"": 0.1556887915039217, ""log_loss"": 0.47444888932079915, ""fold"": 1, ""fit_seconds"": 21.650159899989376}, {""average_precision"": 0.6219397116669567, ""roc_auc"": 0.8086044773083261, ""brier_score"": 0.153968485493633, ""log_loss"": 0.46887183629100904, ""fold"": 2, ""fit_seconds"": 22.038899200008018}, {""average_precision"": 0.6516692554091057, ""roc_auc"": 0.8001498872267969, ""brier_score"": 0.16440407741846153, ""log_loss"": 0.4960633978529518, ""fold"": 3, ""fit_seconds"": 23.22402900000452}, {""average_precision"": 0.6636972139985391, ""roc_auc"": 0.8095478182851698, ""brier_score"": 0.15926611361260315, ""log_loss"": 0.4836737046494766, ""fold"": 4, ""fit_seconds"": 23.882511100004194}]",,0.08710767710371427,,,,,,,,,,,2.1084207755076347,254.0,7.0,150.0,7.673523989938577,5.0,0.09402871578487315,False
stage5__catboost__tree_plus_worker_population_raw_components__v1,catboost,tree_plus_worker_population_raw_components,17,COMPLETE,0.587669306214482,0.7810787637948642,0.02495322833941219,0.5481578859598615,0.008267600462042087,0.7729973239851052,0.16810467348823943,0.5050548046576095,145.34033720000298,"{""bagging_temperature"": 3.819274699892498, ""border_count"": 254, ""depth"": 6, ""iterations"": 200, ""l2_leaf_reg"": 5.252851422578534, ""leaf_estimation_iterations"": 6, ""learning_rate"": 0.10648017947194399, ""random_strength"": 0.22916095218357344}","[{""average_precision"": 0.5481578859598615, ""roc_auc"": 0.7729973239851052, ""brier_score"": 0.16547416331551426, ""log_loss"": 0.4996055057842833, ""fold"": 1, ""fit_seconds"": 31.509631799999624}, {""average_precision"": 0.5868020275307247, ""roc_auc"": 0.7919351487299395, ""brier_score"": 0.16085669698028943, ""log_loss"": 0.4854203727077132, ""fold"": 2, ""fit_seconds"": 34.11850689997664}, {""average_precision"": 0.6003243922357697, ""roc_auc"": 0.7731189268890534, ""brier_score"": 0.17629622103212464, ""log_loss"": 0.5260094269659278, ""fold"": 3, ""fit_seconds"": 38.79598020002595}, {""average_precision"": 0.6153929191315721, ""roc_auc"": 0.7862636555753586, ""brier_score"": 0.16979161262502943, ""log_loss"": 0.5091839131725138, ""fold"": 4, ""fit_seconds"": 40.916218300000764}]",,0.10648017947194399,,,,,,,,,,,3.819274699892498,254.0,6.0,200.0,5.252851422578534,6.0,0.22916095218357344,False
