run_id,model,feature_set_id,서비스_업종_코드,rows,positive_rate,average_precision,roc_auc,precision_at_0_5,recall_at_0_5,f1_at_0_5,predicted_positive_rate_at_0_5
dummy_prior__prior,dummy_prior,prior,CS200017,528,0.4412878787878788,0.43853681799205807,0.4950025460100385,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS200033,72,0.2638888888888889,0.30074202802603994,0.5670307845084408,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS200034,699,0.45064377682403434,0.4487867165580225,0.4965608465608466,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300004,656,0.31859756097560976,0.31663927548788723,0.49091765411087207,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300006,198,0.23737373737373738,0.3115905460586311,0.628505002113569,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300007,1584,0.34785353535353536,0.35486380857618993,0.5177245279637656,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300008,566,0.2597173144876325,0.25818161801515815,0.4999512931664313,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300009,1042,0.22648752399232247,0.2980874780443653,0.6315793624090509,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300019,553,0.2820976491862568,0.27396226219448905,0.48435380740166634,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300021,962,0.46153846153846156,0.46279394527584355,0.5026544401544402,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300029,217,0.42857142857142855,0.4261210325980367,0.5054197016996185,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300031,359,0.25069637883008355,0.2916153814657207,0.5798223874432052,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300032,172,0.3081395348837209,0.3439599079749338,0.5516093229744727,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300033,616,0.288961038961039,0.3001946282710803,0.5082666358832282,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300035,596,0.25838926174496646,0.2789072575995992,0.5430892636774989,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300043,371,0.23450134770889489,0.2643469189382934,0.5368504128217582,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS200001,2410,0.2829875518672199,0.31070681858321886,0.5575640477354187,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS200019,439,0.5170842824601367,0.5438899353773814,0.5494451832765357,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS200032,175,0.2571428571428571,0.2707192564318525,0.5342735042735043,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300003,278,0.32014388489208634,0.3245705398381373,0.5018429344272042,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS200025,1450,0.2103448275862069,0.2107800835526375,0.5023752595031856,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300026,39,0.358974358974359,0.3106792179387461,0.3957142857142857,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS300025,98,0.2755102040816326,0.2717166650214075,0.48513302034428796,0.0,0.0,0.0,0.0
dummy_prior__prior,dummy_prior,prior,CS200026,173,0.30057803468208094,0.30403662836646506,0.4921328671328672,0.0,0.0,0.0,0.0
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS100001,5554,0.1852718761253151,0.39512516600043895,0.7451666317671504,1.0,0.001943634596695821,0.0038797284190106693,0.00036010082823190496
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS100002,1698,0.33510011778563015,0.48988111132907614,0.6661088634668999,0.8571428571428571,0.0210896309314587,0.0411663807890223,0.008244994110718492
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS100003,1282,0.45553822152886114,0.5681754493577259,0.6479250892962278,0.375,0.005136986301369863,0.010135135135135136,0.0062402496099844
logistic_l2__linear_common_plus_log1p,logistic_l2,linear_common_plus_log1p,CS100004,1283,0.39438815276695244,0.54792280737553,0.6833569877048138,0.5714285714285714,0.007905138339920948,0.015594541910331383,0.005455962587685113
