average_precision,roc_auc,log_loss,brier_score,threshold,precision,recall,f1,f2,mcc,balanced_accuracy,accuracy,predicted_positive_rate,tn,fp,fn,tp,status,run_id,model,feature_set_id,raw_group,feature_count,fold,train_rows,validation_rows,train_positive_rate,validation_positive_rate,fit_seconds,predict_seconds,convergence_warnings
0.6519072174032827,0.8036923081151819,0.4934100695378695,0.163527856918918,0.5,0.6768234165067178,0.44050593379138037,0.5336738554672721,0.47357641686811713,0.393763058743011,0.6712640230493125,0.7553592695514093,0.20682810639142518,12401,1347,3583,2821,completed,xgboost__tree_plus_transaction_count_raw_components,xgboost,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,3,162557,20152,0.23318589786967034,0.3177848352520842,16.911771999992197,0.04323480001767166,0
0.6620358956256245,0.8113594156287629,0.4817715743025031,0.15900136442122204,0.5,0.6800547695116386,0.4743712193568927,0.5588897224306076,0.5049135886140291,0.41818458991544716,0.6862889277645569,0.7654450261780105,0.21849912739965097,12371,1402,3302,2980,completed,xgboost__tree_plus_transaction_count_raw_components,xgboost,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,4,182766,20055,0.2390105380650668,0.31323859386686614,20.397697500011418,0.04432389998692088,0
0.550571889113456,0.7769802057069386,0.49498464254757496,0.16374513043752528,0.5,0.6190666134822497,0.27372134038800705,0.37960132077779135,0.3080954460634454,0.2839772697634127,0.604143986398183,0.7496669133974834,0.12371083148285221,13640,955,4118,1552,completed,catboost__tree_plus_transaction_count_raw_components,catboost,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,1,122011,20265,0.2187671603380023,0.27979274611398963,54.48022460000357,0.0,0
0.5778255781422151,0.7826434975917576,0.49390660014367255,0.16332825836375423,0.5,0.6095008051529791,0.39311061104379436,0.4779543302115122,0.423157188641276,0.34055971959182924,0.6461464917746688,0.7545153149586817,0.1843732990251868,12977,1455,3506,2271,completed,catboost__tree_plus_transaction_count_raw_components,catboost,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,2,142292,20209,0.22654822477721867,0.28586273442525606,61.52684420000878,0.0,0
0.6002498877780504,0.7735558196915406,0.526793655570824,0.17668460802068622,0.5,0.6178580262181549,0.3900687070580887,0.4782234134201206,0.42112006473583063,0.3228624273896082,0.6388443622575867,0.7295057562524812,0.20062524811433108,12203,1545,3906,2498,completed,catboost__tree_plus_transaction_count_raw_components,catboost,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,3,162557,20152,0.23318589786967034,0.3177848352520842,62.55044660001295,0.0,0
0.613185716729702,0.7875763623826203,0.5075799603061645,0.16921551589584485,0.5,0.6359659781287971,0.4165870741801974,0.5034144464749447,0.44745751119926136,0.3535379226910852,0.6539117756728331,0.7425579655946148,0.20518573921715283,12275,1498,3665,2617,completed,catboost__tree_plus_transaction_count_raw_components,catboost,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,4,182766,20055,0.2390105380650668,0.31323859386686614,70.89367109999876,0.0,0
0.5537713233005664,0.7724011690118805,0.5160343380451173,0.17259767808267185,0.5,0.7983193277310925,0.01675485008818342,0.0328208671618587,0.020834247116101583,0.08877754266483885,0.5075552256607412,0.7237108314828522,0.0058721934369602765,14571,24,5575,95,completed,random_forest__tree_plus_floating_population_raw_components,random_forest,tree_plus_floating_population_raw_components,floating_population_raw_components,218,1,122011,20265,0.2187671603380023,0.27979274611398963,74.515080400015,0.1927060000016354,0
0.5713227797661242,0.7804074197818631,0.5141374071664571,0.17186898577995244,0.5,0.7622641509433963,0.034966245456119094,0.06686527639854353,0.04321225345484105,0.12154027883947227,0.5153004730606537,0.7210153891830373,0.013112969469048445,14369,63,5575,202,completed,random_forest__tree_plus_floating_population_raw_components,random_forest,tree_plus_floating_population_raw_components,floating_population_raw_components,218,2,142292,20209,0.22654822477721867,0.28586273442525606,97.25646979999146,0.21738960000220686,0
0.6082878931398531,0.7759874606484127,0.5420550816725789,0.18348805109562058,0.5,0.8372093023255814,0.05059337913803873,0.09542040936533648,0.06230050378802446,0.15609974987407493,0.5230054472064939,0.6951667328304882,0.01920404922588329,13685,63,6080,324,completed,random_forest__tree_plus_floating_population_raw_components,random_forest,tree_plus_floating_population_raw_components,floating_population_raw_components,218,3,162557,20152,0.23318589786967034,0.3177848352520842,103.23322940000799,0.18940279999515042,0
0.6206976749587764,0.7864091330497199,0.5332374366360217,0.17987342706649329,0.5,0.8044280442804428,0.06940464820120981,0.12778429073856976,0.08492403583950137,0.17650055613938603,0.5308542154822937,0.7032161555721765,0.027025679381700324,13667,106,5846,436,completed,random_forest__tree_plus_floating_population_raw_components,random_forest,tree_plus_floating_population_raw_components,floating_population_raw_components,218,4,182766,20055,0.2390105380650668,0.31323859386686614,128.94770330001484,0.16662319999886677,0
0.42683624763890665,0.6788620683196451,0.5743865336878426,0.194803538399573,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.7202072538860104,0.0,14595,0,5670,0,completed,extra_trees__tree_plus_floating_population_raw_components,extra_trees,tree_plus_floating_population_raw_components,floating_population_raw_components,218,1,122011,20265,0.2187671603380023,0.27979274611398963,23.295439600013196,0.16217719999258406,0
0.4296669694297949,0.6681190357664981,0.5812717142551376,0.19775246732283616,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.7141372655747439,0.0,14432,0,5777,0,completed,extra_trees__tree_plus_floating_population_raw_components,extra_trees,tree_plus_floating_population_raw_components,floating_population_raw_components,218,2,142292,20209,0.22654822477721867,0.28586273442525606,31.36234510000213,0.16856510000070557,0
0.4987268015068489,0.6907986684384233,0.6060209728728694,0.209330258954393,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.6822151647479159,0.0,13748,0,6404,0,completed,extra_trees__tree_plus_floating_population_raw_components,extra_trees,tree_plus_floating_population_raw_components,floating_population_raw_components,218,3,162557,20152,0.23318589786967034,0.3177848352520842,30.898939100006828,0.18879569999990053,0
0.5058173209037491,0.6884488643152504,0.6007388789430125,0.20685530652278342,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.6867614061331339,0.0,13773,0,6282,0,completed,extra_trees__tree_plus_floating_population_raw_components,extra_trees,tree_plus_floating_population_raw_components,floating_population_raw_components,218,4,182766,20055,0.2390105380650668,0.31323859386686614,33.970517400011886,0.1590524000057485,0
0.6001978892173454,0.8010908763540944,0.47242319257936805,0.15509438003267645,0.5,0.6484574016416643,0.4040564373897707,0.497881125719874,0.4369969099301873,0.37738307842446717,0.6594794006064989,0.7719713792252653,0.17433999506538367,13353,1242,3379,2291,completed,lightgbm__tree_plus_floating_population_raw_components,lightgbm,tree_plus_floating_population_raw_components,floating_population_raw_components,218,1,122011,20265,0.2187671603380023,0.27979274611398963,10.244893099996261,0.06706820000545122,0
0.6205981272217038,0.8090389070582289,0.4684005575681895,0.1540828451561716,0.5,0.6577896138482024,0.4275575558248226,0.5182543013008812,0.4597401630495477,0.39323953191645367,0.6692596537438968,0.772774506408036,0.1858083032312336,13147,1285,3307,2470,completed,lightgbm__tree_plus_floating_population_raw_components,lightgbm,tree_plus_floating_population_raw_components,floating_population_raw_components,218,2,142292,20209,0.22654822477721867,0.28586273442525606,11.256800300005125,0.07005650000064634,0
0.6527789895250093,0.8025322449945365,0.4938353677557594,0.16378481108386353,0.5,0.6680691912108462,0.44628357276702063,0.5351057854334395,0.4780223456211949,0.39054463393976946,0.6714979109107143,0.7535728463676062,0.21228662167526796,12328,1420,3546,2858,completed,lightgbm__tree_plus_floating_population_raw_components,lightgbm,tree_plus_floating_population_raw_components,floating_population_raw_components,218,3,162557,20152,0.23318589786967034,0.3177848352520842,11.775506700010737,0.07275019999360666,0
0.6630277817830359,0.8118681649309345,0.4813832596382992,0.15880180178724218,0.5,0.6806187443130118,0.47628143903215536,0.5604045701442217,0.5067064083457526,0.4196835472743591,0.6871714317792013,0.7659436549488905,0.21919720767888307,12369,1404,3290,2992,completed,lightgbm__tree_plus_floating_population_raw_components,lightgbm,tree_plus_floating_population_raw_components,floating_population_raw_components,218,4,182766,20055,0.2390105380650668,0.31323859386686614,13.281159499980276,0.07190690000425093,0
0.6008055679108216,0.8012482591402313,0.47204172248923776,0.1551505285222049,0.5,0.6443313542550184,0.40194003527336863,0.49505810796133376,0.4346416447343327,0.3734152756074578,0.6578730666260643,0.7705896866518628,0.17453737971872688,13337,1258,3391,2279,completed,xgboost__tree_plus_floating_population_raw_components,xgboost,tree_plus_floating_population_raw_components,floating_population_raw_components,218,1,122011,20265,0.2187671603380023,0.27979274611398963,13.490769199997885,0.04840879997937009,0
0.6185416691805181,0.8083801318843322,0.4687145943139172,0.15436906641588552,0.5,0.65368081676518,0.42115284749870174,0.5122644488893567,0.4534103615355945,0.3867949731381251,0.6659187186495725,0.7707457073581078,0.18417536741055965,13143,1289,3344,2433,completed,xgboost__tree_plus_floating_population_raw_components,xgboost,tree_plus_floating_population_raw_components,floating_population_raw_components,218,2,142292,20209,0.22654822477721867,0.28586273442525606,15.899528599984478,0.04520120000233874,0
0.650361889288867,0.8030429262824351,0.49423569748991647,0.1639780887795661,0.5,0.67043813192104,0.4348844472204872,0.5275620382648228,0.46775277124622106,0.38594114331790536,0.6676531633833015,0.7524811433108376,0.20613338626439062,12379,1369,3619,2785,completed,xgboost__tree_plus_floating_population_raw_components,xgboost,tree_plus_floating_population_raw_components,floating_population_raw_components,218,3,162557,20152,0.23318589786967034,0.3177848352520842,16.131220799987204,0.04224360000807792,0
0.6611392428617915,0.8117017332450044,0.4816820378072637,0.15893319182832255,0.5,0.6815462494247584,0.4715058898439987,0.5573955589010162,0.5024767591775803,0.41767719515801655,0.685509715414993,0.7654450261780105,0.21670406382448268,12389,1384,3320,2962,completed,xgboost__tree_plus_floating_population_raw_components,xgboost,tree_plus_floating_population_raw_components,floating_population_raw_components,218,4,182766,20055,0.2390105380650668,0.31323859386686614,16.533379599975888,0.04283809999469668,0
0.5600495425929237,0.7812851155205843,0.4900057680064179,0.1618385164218699,0.5,0.6275412351361719,0.2885361552028219,0.3953123112238734,0.3234863763989402,0.29765832939829434,0.6110032608833568,0.7530224525043178,0.12864544781643228,13624,971,4034,1636,completed,catboost__tree_plus_floating_population_raw_components,catboost,tree_plus_floating_population_raw_components,floating_population_raw_components,218,1,122011,20265,0.2187671603380023,0.27979274611398963,54.29100160000962,0.0,0
0.5913385725325553,0.7925997111030169,0.4837471713774248,0.15963250623016478,0.5,0.6300305301137941,0.39293751081876405,0.4840085287846482,0.4249185728725993,0.35481357271376845,0.6502866600657013,0.760502746301153,0.17828690187540205,13099,1333,3507,2270,completed,catboost__tree_plus_floating_population_raw_components,catboost,tree_plus_floating_population_raw_components,floating_population_raw_components,218,2,142292,20209,0.22654822477721867,0.28586273442525606,60.3969285999774,0.0,0
0.6095682073068179,0.7787321560553603,0.5191577528826802,0.17359336417225854,0.5,0.6356150283067421,0.38569643972517176,0.4800777453838678,0.4186156870720629,0.33364060264655054,0.641349820095347,0.7345176657403731,0.1928344581183009,12332,1416,3934,2470,completed,catboost__tree_plus_floating_population_raw_components,catboost,tree_plus_floating_population_raw_components,floating_population_raw_components,218,3,162557,20152,0.23318589786967034,0.3177848352520842,60.93471130001126,0.0,0
0.6043460658817554,0.7819948793131032,0.514182651833963,0.17175385385016534,0.5,0.6283009466865969,0.4014645017510347,0.4898989898989899,0.4327088051609361,0.3398043256898783,0.6465683069272127,0.7381201695337821,0.20014958863126403,12281,1492,3760,2522,completed,catboost__tree_plus_floating_population_raw_components,catboost,tree_plus_floating_population_raw_components,floating_population_raw_components,218,4,182766,20055,0.2390105380650668,0.31323859386686614,67.18917969998438,0.0,0
0.554124477715112,0.7733881949617931,0.5153456942013531,0.17227184931250164,0.5,0.7631578947368421,0.015343915343915344,0.03008298755186722,0.019083969465648856,0.08099020290801276,0.5067469833656885,0.7231680236861584,0.005625462620281273,14568,27,5583,87,completed,random_forest__tree_plus_resident_population_raw_components,random_forest,tree_plus_resident_population_raw_components,resident_population_raw_components,217,1,122011,20265,0.2187671603380023,0.27979274611398963,71.84883820000687,0.18776489997981116,0
0.5727501938809814,0.7790144259463037,0.5163271739444192,0.17278649054133077,0.5,0.8114285714285714,0.02458023195430154,0.04771505376344086,0.030494352102392302,0.1087158077480714,0.5111468232942239,0.7195309020733337,0.008659508139937652,14399,33,5635,142,completed,random_forest__tree_plus_resident_population_raw_components,random_forest,tree_plus_resident_population_raw_components,resident_population_raw_components,217,2,142292,20209,0.22654822477721867,0.28586273442525606,91.66504910000367,0.18720429998938926,0
0.6099532707546153,0.7754655177145067,0.5420746791729516,0.18342852366913243,0.5,0.8534704370179949,0.051842598376014994,0.09774768143677315,0.06383387810036531,0.1614102350613031,0.5238482703838178,0.6958614529575228,0.019303294958316793,13691,57,6072,332,completed,random_forest__tree_plus_resident_population_raw_components,random_forest,tree_plus_resident_population_raw_components,resident_population_raw_components,217,3,162557,20152,0.23318589786967034,0.3177848352520842,107.48125250000157,0.1923073999932967,0
0.6225308976163013,0.7878651329154651,0.5327620768684554,0.1796771155213646,0.5,0.8063872255489022,0.06431072906717605,0.11912133274362377,0.07881696515665847,0.17019167654088843,0.5286339821187184,0.7020693093991524,0.024981301421091996,13676,97,5878,404,completed,random_forest__tree_plus_resident_population_raw_components,random_forest,tree_plus_resident_population_raw_components,resident_population_raw_components,217,4,182766,20055,0.2390105380650668,0.31323859386686614,127.15841950001777,0.20081179999397136,0
0.4172212559471244,0.6739251501293296,0.5756818886891527,0.19529640784623045,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.7202072538860104,0.0,14595,0,5670,0,completed,extra_trees__tree_plus_resident_population_raw_components,extra_trees,tree_plus_resident_population_raw_components,resident_population_raw_components,217,1,122011,20265,0.2187671603380023,0.27979274611398963,22.420224100002088,0.1765214999904856,0
0.4269945320866531,0.6703710658559998,0.580833688766131,0.19763951419639855,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.7141372655747439,0.0,14432,0,5777,0,completed,extra_trees__tree_plus_resident_population_raw_components,extra_trees,tree_plus_resident_population_raw_components,resident_population_raw_components,217,2,142292,20209,0.22654822477721867,0.28586273442525606,28.134020599973155,0.15926060001947917,0
0.49626796830087344,0.6884328254798564,0.605153332064913,0.20896116188509928,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.6822151647479159,0.0,13748,0,6404,0,completed,extra_trees__tree_plus_resident_population_raw_components,extra_trees,tree_plus_resident_population_raw_components,resident_population_raw_components,217,3,162557,20152,0.23318589786967034,0.3177848352520842,31.856339499994647,0.16622119999374263,0
0.500884505941869,0.6846032984032521,0.603368976277199,0.20791856615950724,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.6867614061331339,0.0,13773,0,6282,0,completed,extra_trees__tree_plus_resident_population_raw_components,extra_trees,tree_plus_resident_population_raw_components,resident_population_raw_components,217,4,182766,20055,0.2390105380650668,0.31323859386686614,36.498729100014316,0.20930270000826567,0
0.5976554808497389,0.8010588656814533,0.4728717095995081,0.15534606645379478,0.5,0.6461103253182461,0.40282186948853616,0.4962520369364476,0.43562845699027275,0.37510903778827026,0.6585537918871252,0.7711818406118924,0.17443868739205526,13344,1251,3386,2284,completed,lightgbm__tree_plus_resident_population_raw_components,lightgbm,tree_plus_resident_population_raw_components,resident_population_raw_components,217,1,122011,20265,0.2187671603380023,0.27979274611398963,9.673643999994965,0.0705170999863185,0
0.6207460041792647,0.809407596624277,0.46803915905362986,0.15401378697052348,0.5,0.6565495207667732,0.4268651549247014,0.5173607468792615,0.45897855866587256,0.39199247336821125,0.6687402271297564,0.772329160275125,0.1858577861348904,13142,1290,3311,2466,completed,lightgbm__tree_plus_resident_population_raw_components,lightgbm,tree_plus_resident_population_raw_components,resident_population_raw_components,217,2,142292,20209,0.22654822477721867,0.28586273442525606,11.538738300005207,0.08961759999510832,0
0.6537094506229056,0.8025937609549748,0.4938449161787816,0.1637219474998616,0.5,0.6725352112676056,0.44737663960024987,0.5373218304576144,0.47948185834783774,0.39446739941440395,0.6729536674870612,0.7551607780865423,0.21139341008336643,12353,1395,3539,2865,completed,lightgbm__tree_plus_resident_population_raw_components,lightgbm,tree_plus_resident_population_raw_components,resident_population_raw_components,217,3,162557,20152,0.23318589786967034,0.3177848352520842,15.40594019999844,0.06429260000004433,0
0.6633119293304914,0.8119981665700555,0.481137658429558,0.158707240036251,0.5,0.6803445930627976,0.47771410378860235,0.561301786215281,0.5079725109177697,0.4202865902478654,0.6876699466884637,0.7660932435801546,0.2199451508352032,12363,1410,3281,3001,completed,lightgbm__tree_plus_resident_population_raw_components,lightgbm,tree_plus_resident_population_raw_components,resident_population_raw_components,217,4,182766,20055,0.2390105380650668,0.31323859386686614,13.875721200020052,0.07261909998487681,0
0.6003044650279011,0.8011348683713649,0.4721079642916608,0.1551545857943415,0.5,0.646975692481628,0.40370370370370373,0.4971763683753258,0.43653215348234037,0.3761884151777257,0.6590632256099882,0.771527263755243,0.17458672588206267,13346,1249,3381,2289,completed,xgboost__tree_plus_resident_population_raw_components,xgboost,tree_plus_resident_population_raw_components,resident_population_raw_components,217,1,122011,20265,0.2187671603380023,0.27979274611398963,12.95478460000595,0.06081689998973161,0
0.6196058286375473,0.8087786929935094,0.4680639658792044,0.15407832730673945,0.5,0.6508231545406267,0.42426865154924703,0.5136749449858535,0.4560169680732306,0.3865678904597656,0.6665758446216302,0.7703498441288534,0.18635261517145826,13117,1315,3326,2451,completed,xgboost__tree_plus_resident_population_raw_components,xgboost,tree_plus_resident_population_raw_components,resident_population_raw_components,217,2,142292,20209,0.22654822477721867,0.28586273442525606,16.16149269999005,0.07171370001742616,0
0.6515832700933526,0.8035758071539155,0.4931877252384127,0.1635290984341611,0.5,0.6684036001894836,0.4406620861961274,0.531150009410879,0.47288692271599975,0.3876672498340428,0.6694145461530535,0.7527788805081381,0.2095077411671298,12348,1400,3582,2822,completed,xgboost__tree_plus_resident_population_raw_components,xgboost,tree_plus_resident_population_raw_components,resident_population_raw_components,217,3,162557,20152,0.23318589786967034,0.3177848352520842,16.431061900017085,0.04151950002415106,0
0.6623084946008769,0.810961204704663,0.4823762135599893,0.1591186376747887,0.5,0.6813872832369943,0.4691181152499204,0.5556707834448948,0.5002885953892643,0.4162089164141852,0.6845336455869148,0.7649962602842184,0.21565694340563452,12395,1378,3335,2947,completed,xgboost__tree_plus_resident_population_raw_components,xgboost,tree_plus_resident_population_raw_components,resident_population_raw_components,217,4,182766,20055,0.2390105380650668,0.31323859386686614,19.066710599989165,0.04359779998776503,0
0.5683285229362285,0.7833771320056576,0.4888923147989746,0.16116434958491452,0.5,0.6477099236641222,0.299294532627866,0.4094089264173703,0.33537549407114625,0.31582238450546574,0.6180268483625797,0.75840118430792,0.12928694793979767,13672,923,3973,1697,completed,catboost__tree_plus_resident_population_raw_components,catboost,tree_plus_resident_population_raw_components,resident_population_raw_components,217,1,122011,20265,0.2187671603380023,0.27979274611398963,58.13139070000034,0.0,0
0.58216929574468,0.7857797517451074,0.4926677896722475,0.16296565392688786,0.5,0.6135693215339233,0.39605331486930934,0.4813801809383547,0.42627715467451655,0.3450111566313243,0.6481028769468498,0.7560492849720422,0.18452174773615715,12991,1441,3489,2288,completed,catboost__tree_plus_resident_population_raw_components,catboost,tree_plus_resident_population_raw_components,resident_population_raw_components,217,2,142292,20209,0.22654822477721867,0.28586273442525606,65.04206259999773,0.0,0
0.5876151228374876,0.7680347736003665,0.5342943713406753,0.17988170663047098,0.5,0.6028001037075448,0.36305434103685197,0.45317220543806647,0.39442879923998236,0.29780946351047893,0.6258099752900291,0.7215660976578007,0.19139539499801508,12216,1532,4079,2325,completed,catboost__tree_plus_resident_population_raw_components,catboost,tree_plus_resident_population_raw_components,resident_population_raw_components,217,3,162557,20152,0.23318589786967034,0.3177848352520842,60.37064849998569,0.0,0
0.6088293962335363,0.7846123411915209,0.510877935329853,0.1704227143415677,0.5,0.6315145583557622,0.4108564151544094,0.49783007040216026,0.44172514119459183,0.3471685106390722,0.650756022867991,0.7403639990027424,0.2037895786586886,12267,1506,3701,2581,completed,catboost__tree_plus_resident_population_raw_components,catboost,tree_plus_resident_population_raw_components,resident_population_raw_components,217,4,182766,20055,0.2390105380650668,0.31323859386686614,71.74106999998912,0.0,0
0.5521544958098156,0.7723322173704724,0.5154526250515623,0.17229221298326564,0.5,0.7833333333333333,0.016578483245149912,0.03246977547495682,0.0206140350877193,0.08657539828266919,0.5073985256239453,0.7235627929928448,0.005921539600296077,14569,26,5576,94,completed,random_forest__tree_plus_worker_population_raw_components,random_forest,tree_plus_worker_population_raw_components,worker_population_raw_components,217,1,122011,20265,0.2187671603380023,0.27979274611398963,69.29382330001681,0.20126020000316203,0
0.5716845947759672,0.7791214981267947,0.5158895981586504,0.17262073908000664,0.5,0.7549019607843137,0.026657434654665052,0.051496405283397426,0.03303019903912148,0.10482994325861822,0.5115964556865343,0.7192834875550498,0.010094512345984463,14382,50,5623,154,completed,random_forest__tree_plus_worker_population_raw_components,random_forest,tree_plus_worker_population_raw_components,worker_population_raw_components,217,2,142292,20209,0.22654822477721867,0.28586273442525606,95.99584190000314,0.18910419999156147,0
0.6084158726706483,0.7745675618798769,0.5424570757774905,0.18357232089407294,0.5,0.8424821002386634,0.055121798875702684,0.10347354536127804,0.06779335509890531,0.16420712035872115,0.525160550296158,0.6964569273521238,0.020791980944819374,13682,66,6051,353,completed,random_forest__tree_plus_worker_population_raw_components,random_forest,tree_plus_worker_population_raw_components,worker_population_raw_components,217,3,162557,20152,0.23318589786967034,0.3177848352520842,98.46582849998958,0.21092109999153763,0
0.6255838445424413,0.7878093783006783,0.5319520721657903,0.17932769969126267,0.5,0.8277153558052435,0.07035975803884113,0.12969483568075119,0.08611955420466058,0.1834614355740219,0.5318400111620184,0.7042134131139367,0.02662677636499626,13681,92,5840,442,completed,random_forest__tree_plus_worker_population_raw_components,random_forest,tree_plus_worker_population_raw_components,worker_population_raw_components,217,4,182766,20055,0.2390105380650668,0.31323859386686614,129.87969370000064,0.20346320001408458,0
0.4287663663770661,0.6807786121820609,0.5722688502136449,0.19394331105062965,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.7202072538860104,0.0,14595,0,5670,0,completed,extra_trees__tree_plus_worker_population_raw_components,extra_trees,tree_plus_worker_population_raw_components,worker_population_raw_components,217,1,122011,20265,0.2187671603380023,0.27979274611398963,21.914536700001918,0.18534850000287406,0
0.4242325905232688,0.6675870092503071,0.5831676848518508,0.19858399204706567,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.7141372655747439,0.0,14432,0,5777,0,completed,extra_trees__tree_plus_worker_population_raw_components,extra_trees,tree_plus_worker_population_raw_components,worker_population_raw_components,217,2,142292,20209,0.22654822477721867,0.28586273442525606,26.980271199980052,0.17886549999821,0
0.498648641546396,0.6908948609548476,0.6062041216071911,0.2093911730334649,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.6822151647479159,0.0,13748,0,6404,0,completed,extra_trees__tree_plus_worker_population_raw_components,extra_trees,tree_plus_worker_population_raw_components,worker_population_raw_components,217,3,162557,20152,0.23318589786967034,0.3177848352520842,32.40467580000404,0.16956509998999536,0
0.5002080298444056,0.6842930188865523,0.6043273878690124,0.20835928969093265,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.6867614061331339,0.0,13773,0,6282,0,completed,extra_trees__tree_plus_worker_population_raw_components,extra_trees,tree_plus_worker_population_raw_components,worker_population_raw_components,217,4,182766,20055,0.2390105380650668,0.31323859386686614,36.87928130000364,0.19047140001202933,0
0.6002816899077238,0.8011197935075974,0.4730105261838997,0.15530464569521207,0.5,0.6548135299219427,0.3994708994708995,0.49622083470259615,0.43326064501319866,0.3790106970931725,0.6588310304137642,0.7730569948186529,0.17068837897853442,13401,1194,3405,2265,completed,lightgbm__tree_plus_worker_population_raw_components,lightgbm,tree_plus_worker_population_raw_components,worker_population_raw_components,217,1,122011,20265,0.2187671603380023,0.27979274611398963,8.98471829999471,0.07156040001427755,0
0.6209357282284743,0.8092485056192324,0.46811947860528685,0.15393349469329068,0.5,0.6612689142553756,0.43119266055045874,0.5220033528918693,0.46344186046511626,0.3976969732986431,0.6713890132020587,0.7742589935177396,0.18640209807511504,13156,1276,3286,2491,completed,lightgbm__tree_plus_worker_population_raw_components,lightgbm,tree_plus_worker_population_raw_components,worker_population_raw_components,217,2,142292,20209,0.22654822477721867,0.28586273442525606,11.21509579999838,0.06601849998696707,0
0.6521024940000568,0.8018194390253255,0.49450110241761663,0.164021092291397,0.5,0.6689443920829407,0.443316677076827,0.5332456799398948,0.47538513060951104,0.38954453853088383,0.6705599969614569,0.7533743549027392,0.21059944422389837,12343,1405,3565,2839,completed,lightgbm__tree_plus_worker_population_raw_components,lightgbm,tree_plus_worker_population_raw_components,worker_population_raw_components,217,3,162557,20152,0.23318589786967034,0.3177848352520842,13.398562699992908,0.07974629997625016,0
0.6618103396229893,0.8112451903265373,0.48216448483618324,0.1590264933855825,0.5,0.6800910125142207,0.4758038841133397,0.5598951016203053,0.5062154930054533,0.41901963488972027,0.6868600484968064,0.7656943405634505,0.21914734480179507,12367,1406,3293,2989,completed,lightgbm__tree_plus_worker_population_raw_components,lightgbm,tree_plus_worker_population_raw_components,worker_population_raw_components,217,4,182766,20055,0.2390105380650668,0.31323859386686614,13.293408800003817,0.07032689999323338,0
0.599454241778475,0.8015234735869656,0.4716823707944716,0.1550849133431345,0.5,0.6463899943149517,0.40105820105820106,0.49499346974314323,0.4340025956179861,0.3743015599114964,0.6579117658254349,0.771033802121885,0.17359980261534666,13351,1244,3396,2274,completed,xgboost__tree_plus_worker_population_raw_components,xgboost,tree_plus_worker_population_raw_components,worker_population_raw_components,217,1,122011,20265,0.2187671603380023,0.27979274611398963,12.01074910000898,0.04557739998563193,0
0.6181053294420779,0.8092326253047966,0.4676146551061097,0.15396640186653543,0.5,0.6520136878125823,0.42876925740003463,0.5173350041771094,0.4602891440888988,0.3899158644022129,0.6685836309173122,0.7712900192983324,0.1879855509921322,13110,1322,3300,2477,completed,xgboost__tree_plus_worker_population_raw_components,xgboost,tree_plus_worker_population_raw_components,worker_population_raw_components,217,2,142292,20209,0.22654822477721867,0.28586273442525606,16.18987420000485,0.055761099996743724,0
0.6519940497678549,0.8028158476563146,0.49409692745783934,0.16373665329487896,0.5,0.6732508329366969,0.44175515302935664,0.5334716198378276,0.4743778925481253,0.39184875912997447,0.670943040582179,0.7544660579595077,0.20851528384279475,12375,1373,3575,2829,completed,xgboost__tree_plus_worker_population_raw_components,xgboost,tree_plus_worker_population_raw_components,worker_population_raw_components,217,3,162557,20152,0.23318589786967034,0.3177848352520842,16.651206999988062,0.04678639999474399,0
0.6619898654443075,0.8116840498783744,0.48157465010164596,0.1588335546092695,0.5,0.6847926267281106,0.47309773957338425,0.5595932969308981,0.5042758246233202,0.42098738098552224,0.6868864868635817,0.7667414609822987,0.2164048865619546,12405,1368,3310,2972,completed,xgboost__tree_plus_worker_population_raw_components,xgboost,tree_plus_worker_population_raw_components,worker_population_raw_components,217,4,182766,20055,0.2390105380650668,0.31323859386686614,17.571518900018418,0.04366480000317097,0
0.5674161183663993,0.7824823315950414,0.490150309388402,0.16164628997136132,0.5,0.6442379182156134,0.3056437389770723,0.4145933014354067,0.3415451320457233,0.3176242872616928,0.6200366690774365,0.7584998766345916,0.13274117937330374,13638,957,3937,1733,completed,catboost__tree_plus_worker_population_raw_components,catboost,tree_plus_worker_population_raw_components,worker_population_raw_components,217,1,122011,20265,0.2187671603380023,0.27979274611398963,53.63296089999494,0.0,0
