average_precision,roc_auc,log_loss,brier_score,threshold,precision,recall,f1,f2,mcc,balanced_accuracy,accuracy,predicted_positive_rate,tn,fp,fn,tp,status,run_id,model,feature_set_id,raw_group,feature_count,fold,train_rows,validation_rows,train_positive_rate,validation_positive_rate,fit_seconds,predict_seconds,convergence_warnings
0.6008743914647342,0.8016013976422792,0.4717151270266354,0.15497749062486046,0.5,0.6508474576271186,0.40634920634920635,0.5003257328990228,0.43935926773455375,0.3802853080814233,0.6608313349320544,0.7729089563286454,0.17468541820873426,13359,1236,3366,2304,completed,xgboost__tree_plus_sales_amount_raw_components,xgboost,tree_plus_sales_amount_raw_components,sales_amount_raw_components,220,1,122011,20265,0.2187671603380023,0.27979274611398963,13.159965500002727,0.045093499997165054,0
0.6184474206395731,0.8086738817188123,0.4681692518995348,0.15428183077280264,0.5,0.6530992285182229,0.42496105244936816,0.5148909395973155,0.4568801875907247,0.3885343535228171,0.6673031426326663,0.7710920876837053,0.18600623484586076,13128,1304,3322,2455,completed,xgboost__tree_plus_sales_amount_raw_components,xgboost,tree_plus_sales_amount_raw_components,sales_amount_raw_components,220,2,142292,20209,0.22654822477721867,0.28586273442525606,14.46333759999834,0.04606329998932779,0
0.653055554296996,0.8034404799916839,0.49353281046276587,0.1635751016026699,0.5,0.674237047551455,0.44503435352904436,0.5361678111184273,0.47749891096739605,0.39441229890389445,0.6724371651264658,0.7553096466851925,0.20975585549821357,12371,1377,3554,2850,completed,xgboost__tree_plus_sales_amount_raw_components,xgboost,tree_plus_sales_amount_raw_components,sales_amount_raw_components,220,3,162557,20152,0.23318589786967034,0.3177848352520842,16.86187720001908,0.04161800001747906,0
0.66196603127918,0.8107355106250104,0.48238996439596216,0.15916217075527028,0.5,0.6794489092996556,0.4710283349251831,0.5563598759048604,0.5018146050266256,0.4158476517224947,0.684835303017663,0.7646970830216904,0.21715282971827474,12377,1396,3323,2959,completed,xgboost__tree_plus_sales_amount_raw_components,xgboost,tree_plus_sales_amount_raw_components,sales_amount_raw_components,220,4,182766,20055,0.2390105380650668,0.31323859386686614,19.32271629999741,0.046780799981206656,0
0.5633221896342215,0.7810299243598318,0.49103992226828747,0.16202130054018124,0.5,0.632824427480916,0.29241622574955906,0.4,0.3276679841897233,0.30304458236414933,0.6132516209254818,0.7545521835677276,0.12928694793979767,13633,962,4012,1658,completed,catboost__tree_plus_sales_amount_raw_components,catboost,tree_plus_sales_amount_raw_components,sales_amount_raw_components,220,1,122011,20265,0.2187671603380023,0.27979274611398963,54.11968319999869,0.0,0
0.5784297621035042,0.784799921951373,0.49324115512301314,0.16322141473777016,0.5,0.6211652124964818,0.3820321966418556,0.47309753483386924,0.41390045384644236,0.3427515210836892,0.6443836149506396,0.7567420456232372,0.17581275669256272,13086,1346,3570,2207,completed,catboost__tree_plus_sales_amount_raw_components,catboost,tree_plus_sales_amount_raw_components,sales_amount_raw_components,220,2,142292,20209,0.22654822477721867,0.28586273442525606,57.203902399982326,0.0,0
0.5996081023021538,0.7740995476350703,0.5236542617517624,0.17561028191972414,0.5,0.6155735691476296,0.39131792629606493,0.478472553699284,0.4220702664465928,0.3217918344865613,0.638741593348789,0.7289102818578801,0.20201468836840017,12183,1565,3898,2506,completed,catboost__tree_plus_sales_amount_raw_components,catboost,tree_plus_sales_amount_raw_components,sales_amount_raw_components,220,3,162557,20152,0.23318589786967034,0.3177848352520842,66.72583410001243,0.0,0
0.6052204400191863,0.7828991119089662,0.5125580394982577,0.17099183856310454,0.5,0.6349206349206349,0.4075135307226998,0.49641264300950166,0.438957475994513,0.3479161490093794,0.6503188796429153,0.7410122164048866,0.20104712041884817,12301,1472,3722,2560,completed,catboost__tree_plus_sales_amount_raw_components,catboost,tree_plus_sales_amount_raw_components,sales_amount_raw_components,220,4,182766,20055,0.2390105380650668,0.31323859386686614,68.64058550001937,0.0,0
0.5593681149936656,0.7746397530501676,0.513227495130062,0.17146079426275063,0.5,0.7974683544303798,0.022222222222222223,0.043239533287577216,0.027585602942464312,0.10222700471078715,0.5100148452666439,0.7248457932395757,0.007796693807056501,14563,32,5544,126,completed,random_forest__tree_plus_transaction_count_raw_components,random_forest,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,1,122011,20265,0.2187671603380023,0.27979274611398963,71.85752890000003,0.19412619998911396,0
0.5705497436434281,0.7780776073365325,0.515844022698958,0.1726697914725537,0.5,0.7894736842105263,0.036351047256361436,0.0695019030282972,0.04492170788055104,0.1287274356690658,0.5162353905904867,0.7217576327378891,0.013162452372705231,14376,56,5567,210,completed,random_forest__tree_plus_transaction_count_raw_components,random_forest,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,2,142292,20209,0.22654822477721867,0.28586273442525606,90.07832309999503,0.23311199998715892,0
0.6167851222689613,0.7790944369036155,0.5376455318404741,0.1816579441853672,0.5,0.8419182948490231,0.07401623985009369,0.1360700444954787,0.09053057794415371,0.19083704383474415,0.5337712854763997,0.7013199682413657,0.02793767368003176,13659,89,5930,474,completed,random_forest__tree_plus_transaction_count_raw_components,random_forest,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,3,162557,20152,0.23318589786967034,0.3177848352520842,109.30530799998087,0.1874375999905169,0
0.6202200999966891,0.7854065786238426,0.5326332690824047,0.17958674266333516,0.5,0.8088012139605463,0.0848455905762496,0.15358017576718053,0.10334664753557994,0.1969448308765016,0.5378486284399435,0.7070555971079532,0.032859636000997255,13647,126,5749,533,completed,random_forest__tree_plus_transaction_count_raw_components,random_forest,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,4,182766,20055,0.2390105380650668,0.31323859386686614,141.47132700000657,0.20196229999419302,0
0.4331778760389088,0.6848713742535828,0.5715144307686408,0.1937672106272277,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.7202072538860104,0.0,14595,0,5670,0,completed,extra_trees__tree_plus_transaction_count_raw_components,extra_trees,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,1,122011,20265,0.2187671603380023,0.27979274611398963,21.887252000014996,0.22568599999067374,0
0.4382811661353896,0.6781823694350293,0.577633467411258,0.19646586262502733,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.7141372655747439,0.0,14432,0,5777,0,completed,extra_trees__tree_plus_transaction_count_raw_components,extra_trees,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,2,142292,20209,0.22654822477721867,0.28586273442525606,25.179785999993328,0.16860000000451691,0
0.499642486854173,0.6949746321627249,0.6022248672790182,0.20792252354438767,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.6822151647479159,0.0,13748,0,6404,0,completed,extra_trees__tree_plus_transaction_count_raw_components,extra_trees,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,3,162557,20152,0.23318589786967034,0.3177848352520842,30.213304300006712,0.20025200000964105,0
0.5013915702395866,0.6866105454398608,0.6021567706174026,0.20755060527341546,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.6867614061331339,0.0,13773,0,6282,0,completed,extra_trees__tree_plus_transaction_count_raw_components,extra_trees,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,4,182766,20055,0.2390105380650668,0.31323859386686614,40.54243990001851,0.16996410000137985,0
0.6040465015522657,0.801433979045033,0.47258666805906446,0.15506993737130567,0.5,0.6513840830449827,0.3984126984126984,0.4944189100459619,0.4319642037631941,0.37613374043010306,0.6577880552700697,0.772020725388601,0.17113249444855663,13386,1209,3411,2259,completed,lightgbm__tree_plus_transaction_count_raw_components,lightgbm,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,1,122011,20265,0.2187671603380023,0.27979274611398963,9.971628100000089,0.06360439999843948,0
0.6194186395980699,0.8076723004520947,0.46970118570841307,0.15450212309252456,0.5,0.6623732529460126,0.41838324389821707,0.5128368342881392,0.4516575101842509,0.39116884617121106,0.6665086951198402,0.772774506408036,0.18056311544361422,13200,1232,3360,2417,completed,lightgbm__tree_plus_transaction_count_raw_components,lightgbm,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,2,142292,20209,0.22654822477721867,0.28586273442525606,10.644067199988058,0.05976830000872724,0
0.6508797277298293,0.8020724654379345,0.49431784737889906,0.1638738188458914,0.5,0.6705991209808003,0.452685821361649,0.5405052670830615,0.4841511072514112,0.39599050362476773,0.6745535595024713,0.755408892417626,0.21451965065502182,12324,1424,3505,2899,completed,lightgbm__tree_plus_transaction_count_raw_components,lightgbm,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,3,162557,20152,0.23318589786967034,0.3177848352520842,11.438588200020604,0.0710100999858696,0
0.6629839526485286,0.8119172853937956,0.48127814468283103,0.15876374768891996,0.5,0.6800456100342075,0.47468958930276983,0.5591075278897535,0.5052010978212991,0.4183573094450384,0.6864118098260019,0.7654948890550984,0.21864871603091499,12370,1403,3300,2982,completed,lightgbm__tree_plus_transaction_count_raw_components,lightgbm,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,4,182766,20055,0.2390105380650668,0.31323859386686614,14.703938499995274,0.06513020000420511,0
0.6002005461153115,0.8014620623984562,0.47177015643425885,0.15497176673097887,0.5,0.6477561388653683,0.40476190476190477,0.4982090524259199,0.4375929527514014,0.37731069025521546,0.6596265844467284,0.7718726868985937,0.17483345669874167,13347,1248,3375,2295,completed,xgboost__tree_plus_transaction_count_raw_components,xgboost,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,1,122011,20265,0.2187671603380023,0.27979274611398963,14.168995199986966,0.04928400000790134,0
0.619137882253024,0.8092083430566276,0.4678190431379456,0.15391755471698262,0.5,0.6565389696169088,0.43015405920027694,0.5197657393850659,0.46201613802848324,0.393838888580386,0.6700382269393845,0.772774506408036,0.1872927903409372,13132,1300,3292,2485,completed,xgboost__tree_plus_transaction_count_raw_components,xgboost,tree_plus_transaction_count_raw_components,transaction_count_raw_components,220,2,142292,20209,0.22654822477721867,0.28586273442525606,14.801121399999829,0.04367039998760447,0
